#	SYM	#
#1	NUM	#1
#2	SYM	#2
#aivot	NOUN	#aivot
#aivoviikko	NOUN	#aivo#viikko
#alkoholilaki	NOUN	#alkoholi#laki
#amistenpuolella	X	#amistenpuolella
#ammatillinenkoulutus	NOUN	#ammatillinen#koulutus
#blogit	NOUN	#blogi
#cmoref1	X	#cmoref1
#dog	X	#dog
#esimerkki	NOUN	#esimerkki
#esimiestyö	NOUN	#esi#mies#työ
#eslonecologne	X	#ESLOneCologne
#eurojatalous	X	#eurojatalous
#finanssiala	NOUN	#finanssi#ala
#finland100	X	#finland100
#finnishlapphund	X	#finnishlapphund
#forest	X	#forest
#hashtag	X	#hashtag
#hctps:n	PROPN	#HCTPS
#helsinki	PROPN	#Helsinki
#hyvinvointi	NOUN	#hyvin#vointi
#intiaanipäähinegate:n	NOUN	#intiaani#päähine#gate
#itsensäjohtaminen	X	#itsensäjohtaminen
#johtaminen	NOUN	#johtaminen
#jännä	ADJ	#jännä
#kansijaareena	X	#kansijaareena
#kiitollisuuskalenteri	NOUN	#kiitollisuus#kalenteri
#koira	NOUN	#koira
#kookoo	PROPN	#KooKoo
#kopla	PROPN	#Kopla
#kott2016	X	#kott2016
#koulu17	X	#koulu17
#koulutus	NOUN	#koulutus
#kuluttaminen	NOUN	#kuluttaminen
#kuopio	PROPN	#Kuopio
#kups	PROPN	#KuPS
#kuvakulma	NOUN	#kuva#kulma
#liiga	PROPN	#Liiga
#luonto	NOUN	#luonto
#luontokuva	NOUN	#luonto#kuva
#luontopolku	NOUN	#luonto#polku
#luontotwiitti	NOUN	#luonto#twiitti
#maksuliiketilastot	NOUN	#maksu#liike#tilasto
#media	NOUN	#media
#mekaanikko'ja	NOUN	mekaanikko
#metsä	NOUN	#metsä
#nature	X	#nature
#nevöföget	X	#nevöföget
#nuoret	NOUN	#nuori
#oikea	ADJ	#oikea
#oscarit	PROPN	#Oscar
#ostatyötäsuomeen	X	#ostatyötäsuomeen
#ostokset	NOUN	#ostos
#palaute	NOUN	#palaute
#palokunta	NOUN	#palo#kunta
#passion	X	#passion
#peliaddiktio	NOUN	#peli#addiktio
#peliriippuvuus	NOUN	#peli#riippuvuus
#pesis	NOUN	#pesis
#photography	X	#photography
#pielavesi	PROPN	#Pielavesi
#pitkospuut	NOUN	#pitkos#puut
#porraspäivät	NOUN	#porras#päivät
#pyöräily	NOUN	#pyöräily
#raskausaika	NOUN	#raskaus#aika
#rekry	NOUN	#rekry
#rekrykoulutus-hakuaikaa	NOUN	#RekryKoulutus#haku#aika
#ruokatauolla	NOUN	#ruoka#tauko
#sairaus	NOUN	#sairaus
#salibandy	NOUN	#sali#bandy
#sikiö	NOUN	#sikiö
#sorisiitä	X	#sorisiitä
#srvrakentaa	X	#SRVrakentaa
#stressi	NOUN	#stressi
#suomenlapinkoira	NOUN	#suomen#lapin#koira
#suomi100	PROPN	#suomi100
#suomiareena	PROPN	#suomi#areena
#susijengi	PROPN	#Susijengi
#tautiluokitus	NOUN	#tauti#luokitus
#testiin	NOUN	#testi
#tietovuoto	NOUN	#tieto#vuoto
#tutkimus	NOUN	#tutkimus
#tvof	PROPN	#tvof
#työ	NOUN	#työ
#työilmapiiri	NOUN	#työ#ilma#piiri
#työpaikat	NOUN	#työ#paikka
#unelmaduuni	NOUN	#unelma#duuni
#uusivaihtoehto	X	#uusivaihtoehto
#uutisvahti	NOUN	#uutis#vahti
#uv	NOUN	#uv
#vakuutus	NOUN	#vakuutus
#varusmiestenkuntotesti	X	#varusmiestenkuntotesti
#vastuu	NOUN	#vastuu
#viestikoelaitos	NOUN	#viesti#koe#laitos
#vpk	PROPN	#vpk
#who	PROPN	#WHO
#yrityskulttuuri	NOUN	#yritys#kulttuuri
%:	NOUN	%
%:een	NOUN	%
%:iin	NOUN	%
%:lla	NOUN	%
%:lla	SYM	%
%:n	NOUN	%
%:n	SYM	%
%:sta	NOUN	%
jumppasalin	NOUN	jumppa#sali
juna-asemalla	NOUN	juna#asema
junaa	NOUN	juna
junaan	NOUN	juna
junakiistassa	NOUN	juna#kiista
junakohtauspaikaksi	NOUN	juna#kohtaus#paikka
junaksi	NOUN	juna
junalaulut	NOUN	juna#laulu
junaliikenteen	NOUN	juna#liikenne
junalippuja	NOUN	juna#lippu
junalla	NOUN	juna
junamatkan	NOUN	juna#matka
junan	NOUN	juna
junani	NOUN	juna
junanradalle	NOUN	junan#rata
junanvaunulta	NOUN	junan#vaunu
junanvaunusta	NOUN	junan#vaunu
junassa	NOUN	juna
junasta	NOUN	juna
junckerin	PROPN	Juncker
junilla	NOUN	juna
junioreita	PROPN	Juniori
juniorijoukkueessa	NOUN	juniori#joukkue
juniorijoukkueissa	NOUN	juniori#joukkue
juniorina	NOUN	juniori
junnufutiksessakin	NOUN	junnu#futis
juo	VERB	juoda
juodaan	VERB	juoda
juodakaan	VERB	juoda
juokaa	VERB	juoda
juokse	VERB	juosta
juoksee	VERB	juosta
juoksemaan	VERB	juosta
juoksemisellani	NOUN	juokseminen
juoksemista	NOUN	juokseminen
juoksen	VERB	juosta
juoksevaa	ADJ	juokseva
juoksevaa	VERB	juosta
juoksevalla	ADJ	juokseva
juoksevan	ADJ	juokseva
juoksevat	VERB	juosta
juoksi	VERB	juosta
juoksimme	VERB	juosta
juoksin	VERB	juosta
juoksisi	VERB	juosta
juoksuin	NOUN	juoksu
juoksukengät	NOUN	juoksu#kenkä
juoksukilpailussa	NOUN	juoksu#kilpailu
juoksulla	NOUN	juoksu
juoksun	NOUN	juoksu
juoksussa	NOUN	juoksu
juoksusta	NOUN	juoksu
juoksuun	NOUN	juoksu
juoma	VERB	juoda
juomaa	NOUN	juoma
juomaan	VERB	juoda
juomaani	NOUN	juoma
juomaluvan	NOUN	juoma#lupa
juoman	NOUN	juoma
juomansietokyvyllä	NOUN	juoma#sieto#kyky
juomapelin	NOUN	juoma#peli
juomasekoituksen	NOUN	juoma#sekoitus
juomasekoitusta	NOUN	juoma#sekoitus
juomasekoitusten	NOUN	juoma#sekoitus
juomasta	VERB	juoda
juomatta	VERB	juoda
juomavettä	NOUN	juoma#vesi
juomia	NOUN	juoma
juomien	NOUN	juoma
juomiin	NOUN	juoma
juomista	NOUN	juominen
juomisten	NOUN	juominen
juomme	VERB	juoda
juon	VERB	juoda
juonensuunnittelijan	NOUN	juoni#suunnittelija
juonesta	NOUN	juoni
juonipaljastukset	NOUN	juoni#paljastus
juonittelijoina	NOUN	juonittelija
juonittelun	NOUN	juonittelu
juonnu	VERB	juoda
juontui	VERB	juontua
juontuvat	VERB	juontua
juonut	VERB	juoda
juoppoja	NOUN	juoppo
juoppojen	ADJ	juoppo
juopuneita	ADJ	juopunut
juoruilivat	VERB	juoruilla
juoruiluun	NOUN	juoruilu
juoruista	NOUN	juoru
juoruja	NOUN	juoru
juossut	VERB	juosta
juostessani	VERB	juosta
juotavaa	NOUN	juotava
juottokaukalosta	NOUN	juotto#kaukalo
juotu	VERB	juoda
juovat	NOUN	juova
juovat	VERB	juoda
juovuksiij	ADV	juovuksiin
jupiterhan	PROPN	Jupiter
jupiterin	PROPN	Jupiter
jupsun	PROPN	Jupsu
juristi-teologi	NOUN	juristi#teologi
juristiharjoittelijana	NOUN	juristi#harjoittelija
juristintyön	NOUN	juristi#työ
jurrissa	NOUN	jurri
jussikin	NOUN	Jussi
jussilan	PROPN	Jussila
jussille	NOUN	Jussi
jussin	NOUN	Jussi
just	ADV	juuri
justanderista	PROPN	Justander
justtii	ADV	justiin
justuskin	PROPN	Justus
jutellaan	VERB	jutella
jutelleet	VERB	jutella
jutellut	VERB	jutella
juteltua	VERB	jutella
juttelee	VERB	jutella
jutteleeko	VERB	jutella
juttelemaan	VERB	jutella
juttelimme	VERB	jutella
juttelit	VERB	jutella
juttelivat	VERB	jutella
juttua	NOUN	juttu
juttuihin	NOUN	juttu
juttuihisi	NOUN	juttu
juttuja	NOUN	juttu
juttuus	NOUN	juttu
jutuillaan	NOUN	juttu
jutuissa	NOUN	juttu
jutuista	NOUN	juttu
jutulta	NOUN	juttu
jutun	NOUN	juttu
jutuntekoon	NOUN	jutun#teko
jutussa	NOUN	juttu
jutusta	NOUN	juttu
jutusteleva	VERB	jutustella
jutustelua	NOUN	jutustelu
jutut	NOUN	juttu
juureen	NOUN	juuri
juurekset	NOUN	juures
juurella	NOUN	juuri
juuren	NOUN	juuri
juurensa	NOUN	juuri
juures	NOUN	juuri
juuresta	NOUN	juuri
juuret	NOUN	juuri
juuria	NOUN	juuri
juurien	NOUN	juuri
juurikaan	ADV	juuri
juuriversoillaan	NOUN	juuri#verso
juurrutettu	VERB	juurruttaa
juuson	PROPN	Juuso
juustoa	NOUN	juusto
juustoja	NOUN	juusto
juustokin	NOUN	juusto
juustomaassa	NOUN	juusto#maa
juuston	NOUN	juusto
juustopalloihin	NOUN	juusto#pallo
juustopalloja	NOUN	juusto#pallo
juustopallojen	NOUN	juusto#pallo
juustopallot	NOUN	juusto#pallo
juustoraasteet	NOUN	juusto#raaste
juustoraastetta	NOUN	juusto#raaste
juustorastetta	NOUN	juusto#raaste
juustot	NOUN	juusto
juutalaisista	NOUN	juutalainen
juutalaisten	NOUN	juutalainen
juutalaisuuteen	NOUN	juutalaisuus
juuttunut	VERB	juuttua
juuttuvat	VERB	juuttua
juvalin	PROPN	Juval
juvan	PROPN	Juva
jymy-	PROPN	Jymy
jypiä	PROPN	JyP
jyrisi	VERB	jyristä
jyrkentänyt	VERB	jyrkentää
jyrkkiin	ADJ	jyrkkä
jyrkkää	ADJ	jyrkkä
jyrkänteen	NOUN	jyrkänne
jyrkässä	ADJ	jyrkkä
jyrkät	ADJ	jyrkkä
jyrähdykset	NOUN	jyrähdys
jyrähtelevät	VERB	jyrähdellä
jyväskyläläisestä	ADJ	jyväskyläläinen
jyväskyläläisten	ADJ	jyväskyläläinen
jyväskylän	PROPN	Jyväskylä
jyväskylässä	PROPN	Jyväskylä
jyväskylästä	PROPN	Jyväskylä
jähmettyneenä	VERB	jähmettyä
jähmettyny	VERB	jähmettyä
jäi	VERB	jäädä
jäihin	NOUN	jää
jäikin	VERB	jäädä
jäikö	VERB	jäädä
jäimme	VERB	jäädä
jäin	VERB	jäädä
jäis	VERB	jäädä
jäisessä	ADJ	jäinen
jäisi	VERB	jäädä
jäisinkin	VERB	jäädä
jäisivät	VERB	jäädä
jäivät	VERB	jäädä
jäkaapissa	NOUN	jää#kaappi
jäkispoikien	NOUN	jäkis#poika
jäkälistä	NOUN	jäkälä
jäkättääkään	VERB	jäkättää
jäljen	NOUN	jälki
jäljennöksiä	NOUN	jäljennös
jäljessään	ADV	jäljessä
jäljet	NOUN	jälki
jäljille	NOUN	jälki
jäljiltä	NOUN	jälki
jäljiltään	NOUN	jälki
jäljin	NOUN	jälki
jäljitettävyyttä	NOUN	jäljitettävyys
jäljitettävän	VERB	jäljittää
jäljittelee	VERB	jäljitellä
jäljittelemättömän	ADJ	jäljittelemätön
jäljitteleviä	VERB	jäljitellä
jäljittelevässä	VERB	jäljitellä
jälkee	ADP	jälkeen
jälkeenkin	ADP	jälkeen
jälkeenkään	ADP	jälkeen
jälkeensä	ADV	jälkeen
jälkeiseen	ADJ	jälkeinen
jälkeisessä	ADJ	jälkeinen
jälkeiset	ADJ	jälkeinen
jälkeisiin	ADJ	jälkeinen
jälkeisistä	ADJ	jälkeinen
jälkeistä	ADJ	jälkeinen
jälkeisvaiheessa	NOUN	jälkeis#vaihe
jälkeläiseltä	NOUN	jälkeläinen
jälkeläisistä	NOUN	jälkeläinen
jälkeläisiä	NOUN	jälkeläinen
jälkeläistensä	NOUN	jälkeläinen
jälkensä	NOUN	jälki
jälkiaistimukset	NOUN	jälki#aistimus
jälkiklassisella	ADJ	jälki#klassinen
jälkileikille	NOUN	jälki#leikki
jälkimarkkinoilla	NOUN	jälki#markkinat
jälkimaussa	NOUN	jälki#maku
jälkimmäiselle	ADJ	jälkimmäinen
jälkimmäisen	ADJ	jälkimmäinen
jälkimmäistä	ADJ	jälkimmäinen
jälkimodernissa	ADJ	jälki#moderni
jälkipelit	NOUN	jälki#peli
jälkipolttoja	NOUN	jälki#poltto
jälkipolvien	NOUN	jälki#polvi
jälkipolville	NOUN	jälki#polvi
jälkipuoliskolla	NOUN	jälki#puolisko
jälkiruoaksi	NOUN	jälki#ruoka
jälkiruokaan	NOUN	jälki#ruoka
jälkitsunamista	NOUN	jälki#tsunami
jälkiä	NOUN	jälki
jälkkäriksi	NOUN	jälkkäri
jälleenmyydään	VERB	jälleenmyydä
jälleenmyynnin	NOUN	jälleenmyynti
jälleenmyyntiasiakkaiden	NOUN	jälleenmyynti#asiakas
jälleenmyyntihinnat	NOUN	jälleenmyynti#hinta
jälleenmyyntiä	NOUN	jälleenmyynti
jälleenmyyvät	VERB	jälleen#myydä
jämsän	PROPN	Jämsä
jämsänkoskelta	PROPN	Jämsänkoski
jämähtänyt	VERB	jämähtää
jäniksiä	NOUN	jänis
jänistän	VERB	jänistää
jännitettä	NOUN	jännite
jännitteessä	NOUN	jännite
jännitteet	NOUN	jännite
jännitteitä	NOUN	jännite
jännittyneenä	VERB	jännittyä
jännittävyydestä	NOUN	jännittävyys
jännittävän	ADJ	jännittävä
jännittävää	ADJ	jännittävä
jännityksellä	NOUN	jännitys
jännityksestä	NOUN	jännitys
jännää	ADJ	jännä
jäntevää	PROPN	Jäntevä
järeitä	ADJ	järeä
järistyksen	NOUN	järistys
järistyksiä	NOUN	järistys
järistyspotentiaaliltaan	NOUN	järistys#potentiaali
järistysten	NOUN	järistys
järjelle	NOUN	järki
järjen	NOUN	järki
järjenvastaisena	ADJ	järjenvastainen
järjestelin	VERB	järjestellä
järjestelmien	NOUN	järjestelmä
järjestelmiin	NOUN	järjestelmä
järjestelminä	NOUN	järjestelmä
järjestelmiä	NOUN	järjestelmä
järjestelmäintegraatio-	NOUN	järjestelmä#integraatio
järjestelmällisempää	ADJ	järjestelmällinen
järjestelmällä	NOUN	järjestelmä
järjestelmän	NOUN	järjestelmä
järjestelmänsä	NOUN	järjestelmä
järjestelmässä	NOUN	järjestelmä
järjestelmästä	NOUN	järjestelmä
järjestelmät	NOUN	järjestelmä
järjestelmää	NOUN	järjestelmä
järjestelmään	NOUN	järjestelmä
järjestelyihin	NOUN	järjestely
järjestelyissä	NOUN	järjestely
järjestelyn	NOUN	järjestely
järjestettiin	VERB	järjestää
järjestetty	VERB	järjestää
järjestettyjä	VERB	järjestää
järjestettyyn	VERB	järjestää
järjestettyä	VERB	järjestää
järjestettävissä	VERB	järjestää
järjestettävä	VERB	järjestää
järjestettävässä	VERB	järjestää
järjestetyllä	VERB	järjestää
järjestetyn	VERB	järjestää
järjestetyssä	VERB	järjestää
järjestetyt	VERB	järjestää
järjestetä	VERB	järjestää
järjestetään	VERB	järjestää
järjesti	VERB	järjestää
järjestivät	VERB	järjestää
järjesty	VERB	järjestyä
järjestyi	VERB	järjestyä
järjestyksen	NOUN	järjestys
järjestyksessä	NOUN	järjestys
järjestyksestä	NOUN	järjestys
järjestymättömiä	ADJ	järjestymätön
järjestystä	NOUN	järjestys
järjestysvuorot	NOUN	järjestys#vuoro
järjestäisi	VERB	järjestää
järjestäjien	NOUN	järjestäjä
järjestäjiin	NOUN	järjestäjä
järjestäjiä	NOUN	järjestäjä
järjestäjät	NOUN	järjestäjä
järjestäjäverkkoa	NOUN	järjestäjä#verkko
järjestäjäverkon	NOUN	järjestäjä#verkko
järjestäjää	NOUN	järjestäjä
järjestämiseen	NOUN	järjestäminen
järjestämiseksi	NOUN	järjestäminen
järjestämiselle	NOUN	järjestäminen
järjestämisestä	NOUN	järjestäminen
järjestämisvastuu	NOUN	järjestää#vastuu
järjestämä	VERB	järjestää
järjestämälle	VERB	järjestää
järjestämällä	VERB	järjestää
järjestämän	VERB	järjestää
järjestämässä	VERB	järjestää
järjestämään	VERB	järjestää
järjestän	VERB	järjestää
järjestäneen	VERB	järjestää
järjestäneet	VERB	järjestää
järjestänyt	VERB	järjestää
järjestävät	VERB	järjestää
järjestäytyi	VERB	järjestäytyä
järjestäytymiseen	NOUN	järjestäytyminen
järjestäytyneen	ADJ	järjestäytynyt
järjestäytyneet	VERB	järjestäytyä
järjestäytynyttä	VERB	järjestäytyä
järjestöille	NOUN	järjestö
järjestöjen	NOUN	järjestö
järjestölehtipornon	NOUN	järjestö#lehti#porno
järjestön	NOUN	järjestö
järjestössä	NOUN	järjestö
järjestöt	NOUN	järjestö
järjestötoimintaan	NOUN	järjestö#toiminta
järjestöä	NOUN	järjestö
järjettömiä	ADJ	järjetön
järjettömällä	ADJ	järjetön
järjettömän	ADJ	järjetön
järkeen	NOUN	järki
järkeenkäypää	ADJ	järkeenkäypä
järkestetty	VERB	järjestää
järkevämmäksi	ADJ	järkevä
järkevää	ADJ	järkevä
järkeä	NOUN	järki
järkeäsi	NOUN	järki
järkkyy	VERB	järkkyä
järkkärikin	NOUN	järkkäri
järkyttyneenä	VERB	järkyttyä
järkyttynyt	VERB	järkyttyä
järkyttäviä	ADJ	järkyttävä
järkyttävän	ADJ	järkyttävä
järkyttävää	ADJ	järkyttävä
järkytyin	VERB	järkyttyä
järkytykseni	NOUN	järkytys
järkytystä	NOUN	järkytys
järnefeltin	PROPN	Järnefelt
järnstångenilta	PROPN	Järnstången
järntorgetia	PROPN	Järntorget
järntorgetilla	PROPN	Järntorget
järvelle	NOUN	järvi
järven	NOUN	järvi
järven	PROPN	Järvi
järvenpäässä	PROPN	Järvenpää
järvenselkää	NOUN	järven#selkä
järvenselällä	NOUN	järven#selkä
järvet	NOUN	järvi
järveä	NOUN	järvi
järvikyästä	PROPN	Järvikylä
järvilohet	NOUN	järvi#lohi
järvilohien	NOUN	järvi#lohi
järvin	NOUN	järvi
järvinäkymästä	NOUN	järvi#näkymä
järvissä	NOUN	järvi
järvitaimenten	NOUN	järvi#taimen
jäseneksi	NOUN	jäsen
jäseneltä	NOUN	jäsen
jäsenen	NOUN	jäsen
jäsenenä	NOUN	jäsen
jäsenestä	NOUN	jäsen
jäsenet	NOUN	jäsen
jäsenieni	NOUN	jäsen
jäseniin	NOUN	jäsen
jäseniksi	NOUN	jäsen
jäsenille	NOUN	jäsen
jäsenilleen	NOUN	jäsen
jäsenillä	NOUN	jäsen
jäseniltä	NOUN	jäsen
jäsenistä	NOUN	jäsen
jäsenistölle	NOUN	jäsenistö
jäseniä	NOUN	jäsen
jäseniään	NOUN	jäsen
jäsenjärjestöjen	NOUN	jäsen#järjestö
jäsenjärjestölle	NOUN	jäsen#järjestö
jäsenjärjestöllä	NOUN	jäsen#järjestö
jäsenliittoineen	NOUN	jäsen#liitto
jäsenmaat	NOUN	jäsen#maa
jäsenmaiden	NOUN	jäsen#maa
jäsenmaksujen	NOUN	jäsen#maksu
jäsenmäärästä	NOUN	jäsen#määrä
jäsenten	NOUN	jäsen
jäsentymättömiä	ADJ	jäsentymätön
jäsentyneeseen	VERB	jäsentyä
jäsentä	NOUN	jäsen
jäsenvaltioidemme	NOUN	jäsen#valtio
jäsenvaltioiden	NOUN	jäsen#valtio
jäsenvaltioihin	NOUN	jäsen#valtio
jäsenvaltioiksi	NOUN	jäsen#valtio
jäsenvaltioilla	NOUN	jäsen#valtio
jäsenvaltioille	NOUN	jäsen#valtio
jäsenvaltioissa	NOUN	jäsen#valtio
jäsenvaltioissakin	NOUN	jäsen#valtio
jäsenvaltioista	NOUN	jäsen#valtio
jäsenvaltioita	NOUN	jäsen#valtio
jäsenvaltiolla	NOUN	jäsen#valtio
jäsenvaltiolle	NOUN	jäsen#valtio
jäsenvaltion	NOUN	jäsen#valtio
jäsenvaltioon	NOUN	jäsen#valtio
jäsenvaltiossa	NOUN	jäsen#valtio
jäsenvaltiosta	NOUN	jäsen#valtio
jäsenvaltiot	NOUN	jäsen#valtio
jäsenvaltiota	NOUN	jäsen#valtio
jäsenvaltiotason	NOUN	jäsen#valtio#taso
jäsenyrityksilleen	NOUN	jäsen#yritys
jäsenyyden	NOUN	jäsenyys
jäsenyydestä	NOUN	jäsenyys
jäsenyysvelvoitteiden	NOUN	jäsenyys#velvoite
jäsenyyteen	NOUN	jäsenyys
jäsenyyttä	NOUN	jäsenyys
jätekuljetuksilla	NOUN	jäte#kuljetus
jätepaperia	NOUN	jäte#paperi
jätepisteellä	NOUN	jäte#piste
jätettiin	VERB	jättää
jätetty	VERB	jättää
jätettyjen	VERB	jättää
jätettyä	VERB	jättää
jätettyämme	VERB	jättää
jätettä	NOUN	jäte
jätettäköön	VERB	jättää
jätettävä	VERB	jättää
jätetyllä	NOUN	jätetty
jätetyn	VERB	jättää
jätetään	VERB	jättää
jätetäänkö	VERB	jättää
jätevesikentän	NOUN	jäte#vesi#kenttä
jätevesiä	NOUN	jäte#vesi
jätin	VERB	jättää
jätkiä	NOUN	jätkä
jätkämiesten	NOUN	jätkä#mies
jätteen	NOUN	jäte
jätteenkäsittelystä	NOUN	jätteen#käsittely
jätti	VERB	jättää
jätti-iskulta	NOUN	jätti#isku
jätti-négociantien	NOUN	jätti#négociant
jättikin	VERB	jättää
jättilaukkua	NOUN	jätti#laukku
jättiläissakot	NOUN	jättiläis#sakko
jättimurtojen	NOUN	jätti#murto
jättimäiseen	ADJ	jättimäinen
jättimäisestä	ADJ	jättimäinen
jättimäisten	ADJ	jättimäinen
jättivät	VERB	jättää
jättäen	VERB	jättää
jättäessäni	VERB	jättää
jättäisi	VERB	jättää
jättämisellä	NOUN	jättäminen
jättämisen	NOUN	jättäminen
jättämisestä	NOUN	jättäminen
jättämisiin	NOUN	jättäminen
jättämistä	NOUN	jättäminen
jättämällä	VERB	jättää
jättämäni	VERB	jättää
jättämät	VERB	jättää
jättämättä	VERB	jättää
jättämään	VERB	jättää
jättäneet	VERB	jättää
jättänyt	VERB	jättää
jättävät	VERB	jättää
jätä	VERB	jättää
jätämme	VERB	jättää
jätän	VERB	jättää
jätökset	NOUN	jätös
jäykkää	ADJ	jäykkä
jäykät	ADJ	jäykkä
jäynän	NOUN	jäynä
jäynättiin	VERB	jäynätä
jäynäämisen	NOUN	jäynääminen
jäynäämisestä	NOUN	jäynääminen
jää	VERB	jäädä
jäädessä	VERB	jäädä
jäädyin	VERB	jäätyä
jäädyttänyt	VERB	jäädyttää
jäädään	VERB	jäädä
jäähallia	NOUN	jää#halli
jäähdyttimeen	NOUN	jäähdytin
jäähtyneenä	VERB	jäähtyä
jäähtyneeseen	VERB	jäähtyä
jäähtyneinä	VERB	jäähtyä
jäähtyy	VERB	jäähtyä
jäähyjä	NOUN	jäähy
jääkaapin	NOUN	jää#kaappi
jääkaapissa	NOUN	jää#kaappi
jääkaappiin	NOUN	jää#kaappi
jääkaappikylmänä	ADJ	jää#kaappi#kylmä
jääkaappini	NOUN	jää#kaappi
jääkapissa	NOUN	jää#kaappi
jääkarhuja	NOUN	jää#karhu
jääkiekko-ottelussa	NOUN	jää#kiekko#ottelu
jääkiekkoa	NOUN	jää#kiekko
jääkiekkojoukkuetta	NOUN	jää#kiekko#joukkue
jääkiekkokaukaloa	NOUN	jää#kiekko#kaukalo
jääkiekkoliigassa	NOUN	jää#kiekko#liiga
jääkiekkomailojen	NOUN	jää#kiekko#maila
jääkiekkoon	NOUN	jää#kiekko
jääkiekon	NOUN	jää#kiekko
jääkiekosta	NOUN	jää#kiekko
jääkylmää	ADJ	jää#kylmä
jääkäridivisioonassa	NOUN	jääkäri#divisioona
jääkärirykmentissä	NOUN	jääkäri#rykmentti
jäällä	NOUN	jää
jäämerelle	NOUN	jää#meri
jäämien	NOUN	jäämä
jäämille	NOUN	jäämä
jäämistöäni	NOUN	jäämistö
jäämiä	NOUN	jäämä
jäämän	NOUN	jäämä
jäämässä	VERB	jäädä
jään	NOUN	jää
jään	VERB	jäädä
jääneen	VERB	jäädä
jääneensä	VERB	jäädä
jääneet	VERB	jäädä
jääneiden	VERB	jäädä
jääneistä	VERB	jäädä
jäännökset	NOUN	jäännös
jäännöskustannuksista	NOUN	jäännös#kustannus
jäänteet	NOUN	jäänne
jäänteitä	NOUN	jäänne
jääntiä	NOUN	jäänti
jääny	VERB	jäädä
jäänyt	VERB	jäädä
jäänyttä	VERB	jäädä
jääpiikit	NOUN	jää#piikki
jääplasmaa	NOUN	jää#plasma
jääsalaattia	NOUN	jää#salaatti
jääskeläisen	PROPN	Jääskeläinen
jäässä	NOUN	jää
jäätelökioskille	NOUN	jäätelö#kioski
jäätelöä	NOUN	jäätelö
jäättekö	VERB	jäädä
jäätyneet	VERB	jäätyä
jäätynyt	VERB	jäätyä
jäätynyttä	ADJ	jäätynyt
jäätyy	VERB	jäätyä
jäätyä	VERB	jäädä
jäätä	NOUN	jää
jäätäisi	VERB	jäädä
jäätävistä	ADJ	jäätävä
jäävinä	VERB	jäädä
jääviysongelmia	NOUN	jääviys#ongelma
jäävä	VERB	jäädä
jäävän	VERB	jäädä
jäävät	VERB	jäädä
k	SCONJ	kun
k-19	PROPN	K#19
k:n	PROPN	K
kaa	ADP	kanssa
kaada	VERB	kaataa
kaadattavat	VERB	kaadattaa
kaadettiin	VERB	kaataa
kaadu	VERB	kaatua
kaaduin	VERB	kaatua
kaadumme	VERB	kaatua
kaadun	VERB	kaatua
kaahamaan	VERB	kaahata
kaahasi	VERB	kaahata
kaakaokipuajaan	NOUN	kaakao#kipuaja
kaakaon	NOUN	kaakao
kaakkois-aasian	PROPN	Kaakkois-Aasia
kaakkois-aasiassa	PROPN	Kaakkois-Aasia
kaakkois-määrin	PROPN	Kaakkois-Määri
kaakkois-ranskassa	PROPN	Kaakkois-Ranska
kaakkois-sulawesin	PROPN	Kaakkois-Sulawesi
kaakkois-turkin	PROPN	Kaakkois-Turkki
kaakkoisosassa	NOUN	kaakkois#osa
kaakkoisrannikolla	NOUN	kaakkois#rannikko
kaakkoon	NOUN	kaakko
kaaliini	NOUN	kaali
kaalin	NOUN	kaali
kaameaa	ADJ	kaamea
kaanikunnan	NOUN	kaani#kunta
kaanikuntien	NOUN	kaani#kunta
kaaokseen	NOUN	kaaos
kaaokselle	NOUN	kaaos
kaaoksen	NOUN	kaaos
kaaoksessa	NOUN	kaaos
kaaoksesta	NOUN	kaaos
kaaosmaisia	ADJ	kaaosmainen
kaaosrintamalta	NOUN	kaaos#rintama
kaaosta	NOUN	kaaos
kaapeista	NOUN	kaappi
kaapeleilla	NOUN	kaapeli
kaapelin	NOUN	kaapeli
kaapelit	NOUN	kaapeli
kaapelitelevisioverkkoon	NOUN	kaapeli#televisio#verkko
kaapeliverkoissa	NOUN	kaapeli#verkko
kaapissa	NOUN	kaappi
kaapista	NOUN	kaappi
kaappaajan	NOUN	kaappaaja
kaappaamme	VERB	kaapata
kaappaavansa	VERB	kaapata
kaappasi	VERB	kaapata
kaappasivat	VERB	kaapata
kaappauksen	NOUN	kaappaus
kaappauksesta	NOUN	kaappaus
kaappiin	NOUN	kaappi
kaapuun	NOUN	kaapu
kaarlea	PROPN	Kaarle
kaarlen	PROPN	Kaarle
kaarnaa	NOUN	kaarna
kaarnalaivoja	NOUN	kaarna#laiva
kaarta	NOUN	kaari
kaarteen	NOUN	kaarre
kaarteeseen	NOUN	kaarre
kaarteli	VERB	kaarrella
kaartuivat	VERB	kaartua
kaasua	NOUN	kaasu
kaasukehän	NOUN	kaasu#kehä
kaasukehään	NOUN	kaasu#kehä
kaasun	NOUN	kaasu
kaasupolkimen	NOUN	kaasu#poljin
kaasusta	NOUN	kaasu
kaasuttelin	VERB	kaasutella
kaasuunkin	NOUN	kaasu
kaasuyhtiön	NOUN	kaasu#yhtiö
kaataisin	VERB	kaataa
kaatajaisiin	NOUN	kaatajaiset
kaatamalla	VERB	kaataa
kaatoi	VERB	kaataa
kaatoivat	VERB	kaataa
kaatopaikalle	NOUN	kaato#paikka
